id,name,type_1,type_2,ability_1,ability_2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,weight_kg,height_m,bst,physical_bulk,special_bulk,atk_spatk_ratio,offensive_stat_sum,defensive_stat_sum,effective_bst,bst_efficiency,speed_tier,cluster_id,assigned_role
10107,meowth-alola,dark,,pickup,technician,rattled,40,35,35,50,40,90,4.2,0.4,290,1400,1600,0.699999860000028,175,115,255,0.8793103448275862,2,4,Special Sweeper
10108,persian-alola,dark,,fur-coat,technician,rattled,65,60,60,75,65,115,33.0,1.1,440,3900,4225,0.7999998933333475,250,190,380,0.8636363636363636,3,1,Special Sweeper
10109,geodude-alola,electric,rock,magnet-pull,sturdy,galvanize,40,80,100,30,30,20,20.3,0.4,300,4000,1200,2.666665777778074,130,170,270,0.9,0,4,Support
10110,graveler-alola,electric,rock,magnet-pull,sturdy,galvanize,55,95,115,45,45,35,110.0,1.0,390,6325,2475,2.111110641975413,175,215,345,0.8846153846153846,0,4,Support
10111,golem-alola,electric,rock,magnet-pull,sturdy,galvanize,80,120,130,55,65,45,316.0,1.7,495,10400,5200,2.181817785124039,220,275,440,0.8888888888888888,0,3,Tank/Wall
10112,grimer-alola,dark,poison,poison-touch,gluttony,power-of-alchemy,80,80,50,40,50,25,42.0,0.7,325,4000,4000,1.999999500000125,145,180,285,0.8769230769230769,0,4,Support
10113,muk-alola,dark,poison,poison-touch,gluttony,power-of-alchemy,105,105,75,65,100,50,52.0,1.0,500,7875,10500,1.6153843668639434,220,280,435,0.87,1,7,Tank/Wall
10114,exeggutor-alola,dragon,grass,frisk,harvest,,95,105,85,125,75,45,415.6,10.9,530,8075,7125,0.8399999328000054,275,255,425,0.8018867924528302,0,7,Bulky Offense
10115,marowak-alola,fire,ghost,cursed-body,lightning-rod,rock-head,60,80,110,50,80,45,34.0,1.0,425,6600,4800,1.599999680000064,175,250,375,0.8823529411764706,0,3,Tank/Wall
10117,greninja-ash,dark,water,battle-bond,,,72,145,67,153,71,132,40.0,1.5,640,4824,5112,0.9477123563586696,430,210,495,0.7734375,4,0,Hybrid Offense
10118,zygarde-10-power-construct,dragon,ground,power-construct,,,54,100,71,61,85,115,33.5,1.2,486,3834,4590,1.6393439935501648,276,210,425,0.8744855967078189,3,0,Physical Sweeper
10120,zygarde-complete,dragon,ground,power-construct,,,216,100,121,91,95,85,610.0,4.5,708,26136,20520,1.0989009781427497,276,432,617,0.8714689265536724,2,2,Hybrid Offense
10123,oricorio-pom-pom,electric,flying,dancer,,,75,70,70,98,70,93,3.4,0.6,476,5250,5250,0.7142856413994243,261,215,406,0.8529411764705882,2,1,Special Sweeper
10124,oricorio-pau,flying,psychic,dancer,,,75,70,70,98,70,93,3.4,0.6,476,5250,5250,0.7142856413994243,261,215,406,0.8529411764705882,2,1,Special Sweeper
10125,oricorio-sensu,flying,ghost,dancer,,,75,70,70,98,70,93,3.4,0.6,476,5250,5250,0.7142856413994243,261,215,406,0.8529411764705882,2,1,Special Sweeper
10126,lycanroc-midnight,rock,,keen-eye,vital-spirit,no-guard,85,115,75,55,75,82,25.0,1.1,487,6375,6375,2.09090871074387,252,235,432,0.8870636550308009,2,3,Physical Sweeper
10127,wishiwashi-school,water,,schooling,,,45,140,130,140,135,30,78.6,8.2,620,5850,6075,0.9999999285714336,310,310,480,0.7741935483870968,0,7,Bulky Offense
10136,minior-red,flying,rock,shields-down,,,60,100,60,100,60,120,0.3,0.3,500,3600,3600,0.99999990000001,320,180,400,0.8,4,0,Hybrid Offense
10152,lycanroc-dusk,rock,,tough-claws,,,75,117,65,55,65,110,25.0,0.8,487,4875,4875,2.127272340495938,282,205,432,0.8870636550308009,3,0,Physical Sweeper
10155,necrozma-dusk,psychic,steel,prism-armor,,,97,157,127,113,109,77,460.0,3.8,680,12319,10573,1.389380408019433,347,333,567,0.8338235294117647,1,2,Bulky Offense
10156,necrozma-dawn,ghost,psychic,prism-armor,,,97,113,109,157,127,77,350.0,4.2,680,10573,12319,0.7197451770862945,347,333,567,0.8338235294117647,1,2,Bulky Offense
10157,necrozma-ultra,dragon,psychic,neuroforce,,,97,167,97,167,97,129,230.0,7.5,754,9409,9409,0.999999940119764,463,291,587,0.7785145888594165,4,2,Hybrid Offense
10158,pikachu-starter,electric,,static,lightning-rod,,45,80,50,75,60,120,6.0,0.4,430,2250,2700,1.0666665244444633,275,155,355,0.8255813953488372,4,0,Hybrid Offense
10159,eevee-starter,normal,,run-away,adaptability,anticipation,65,75,70,65,85,75,6.5,0.3,435,4550,5525,1.1538459763313882,215,220,370,0.8505747126436781,1,1,Support
10161,meowth-galar,steel,,pickup,tough-claws,unnerve,50,65,55,40,40,40,7.5,0.4,290,2750,2000,1.6249995937501014,145,145,250,0.8620689655172413,0,4,Support
10162,ponyta-galar,psychic,,run-away,pastel-veil,anticipation,50,85,55,65,65,90,24.0,0.8,410,2750,3250,1.3076921065089069,240,170,345,0.8414634146341463,2,1,Physical Sweeper
10163,rapidash-galar,fairy,psychic,run-away,pastel-veil,anticipation,65,100,70,80,80,105,80.0,1.7,500,4550,5200,1.2499998437500195,285,215,420,0.84,3,0,Physical Sweeper
10164,slowpoke-galar,psychic,,gluttony,own-tempo,regenerator,90,65,65,40,40,15,36.0,1.2,315,5850,3600,1.6249995937501014,120,195,275,0.873015873015873,0,4,Support
10165,slowbro-galar,poison,psychic,quick-draw,own-tempo,regenerator,95,100,95,100,70,30,70.5,1.6,490,9025,6650,0.99999990000001,230,260,390,0.7959183673469388,0,7,Bulky Offense
10166,farfetchd-galar,fighting,,steadfast,scrappy,,52,95,55,58,62,55,42.0,0.8,377,2860,3224,1.6379307520809048,208,169,319,0.8461538461538461,1,4,Support
10167,weezing-galar,fairy,poison,levitate,neutralizing-gas,misty-surge,65,90,120,85,70,60,16.0,3.0,490,7800,4550,1.0588234048443053,235,255,405,0.826530612244898,1,7,Bulky Offense
10168,mr-mime-galar,ice,psychic,vital-spirit,screen-cleaner,ice-body,50,65,65,90,90,100,56.8,1.4,460,3250,4500,0.7222221419753175,255,205,395,0.8586956521739131,3,0,Special Sweeper
10169,articuno-galar,flying,psychic,competitive,,,90,85,85,125,100,95,50.9,1.7,580,7650,9000,0.6799999456000043,305,275,495,0.853448275862069,2,2,Special Sweeper
10170,zapdos-galar,fighting,flying,defiant,,,90,125,90,85,90,100,58.2,1.6,580,8100,8100,1.4705880622837573,310,270,495,0.853448275862069,3,0,Physical Sweeper
10171,moltres-galar,dark,flying,berserk,,,90,85,90,100,125,90,66.0,2.0,580,8100,11250,0.8499999150000085,275,305,495,0.853448275862069,2,2,Special Sweeper
10172,slowking-galar,poison,psychic,curious-medicine,own-tempo,regenerator,95,65,80,110,110,30,79.5,1.8,490,7600,10450,0.5909090371900875,205,285,425,0.8673469387755102,0,7,Tank/Wall
10173,corsola-galar,ghost,,weak-armor,cursed-body,,60,55,100,65,100,30,0.5,0.6,410,6000,6000,0.8461537159763514,150,260,355,0.8658536585365854,0,7,Tank/Wall
10174,zigzagoon-galar,dark,normal,pickup,gluttony,quick-feet,38,30,41,30,41,60,17.5,0.4,240,1558,1558,0.9999996666667778,120,120,210,0.875,1,4,Support
10175,linoone-galar,dark,normal,pickup,gluttony,quick-feet,78,70,61,50,61,100,32.5,0.5,420,4758,4758,1.399999720000056,220,200,370,0.8809523809523809,3,1,Physical Sweeper
10176,darumaka-galar,ice,,hustle,inner-focus,,70,90,45,15,45,50,40.0,0.7,315,3150,3150,5.999996000002667,155,160,300,0.9523809523809524,1,6,Support
10177,darmanitan-galar-standard,ice,,gorilla-tactics,zen-mode,,105,140,55,30,55,95,120.0,1.7,480,5775,5775,4.666665111111629,265,215,450,0.9375,2,6,Physical Sweeper
10178,darmanitan-galar-zen,fire,ice,gorilla-tactics,zen-mode,,105,160,55,30,55,135,120.0,1.7,540,5775,5775,5.333331555556148,325,215,510,0.9444444444444444,4,6,Physical Sweeper
10179,yamask-galar,ghost,ground,wandering-spirit,,,38,55,85,30,65,30,1.5,0.5,303,3230,2470,1.833332722222426,115,188,273,0.900990099009901,0,4,Support
10180,stunfisk-galar,ground,steel,mimicry,,,109,81,99,66,84,32,20.5,0.7,471,10791,9156,1.2272725413223422,179,292,405,0.8598726114649682,0,7,Tank/Wall
10185,eiscue-noice,ice,,ice-face,,,75,80,70,65,50,130,89.0,1.4,470,5250,3750,1.230769041420147,275,195,405,0.8617021276595744,4,0,Physical Sweeper
10186,indeedee-female,normal,psychic,own-tempo,synchronize,psychic-surge,70,55,65,95,105,85,28.0,0.9,475,4550,7350,0.5789473074792307,235,240,420,0.8842105263157894,2,1,Special Sweeper
10188,zacian-crowned,fairy,steel,intrepid-sword,,,92,150,115,80,115,148,355.0,2.8,700,10580,10580,1.8749997656250292,378,322,620,0.8857142857142857,4,2,Physical Sweeper
10189,zamazenta-crowned,fighting,steel,dauntless-shield,,,92,120,140,80,140,128,785.0,2.9,700,12880,12880,1.4999998125000231,328,372,620,0.8857142857142857,4,2,Physical Sweeper
10190,eternatus-eternamax,dragon,poison,pressure,,,255,115,250,125,250,130,0.0,100.0,1125,63750,63750,0.9199999264000058,370,755,1010,0.8977777777777778,4,5,Hybrid Offense
10191,urshifu-rapid-strike,fighting,water,unseen-fist,,,100,130,100,63,60,97,105.0,1.9,550,10000,6000,2.0634917359536926,290,260,487,0.8854545454545455,2,3,Physical Sweeper
10193,calyrex-ice,ice,psychic,as-one-glastrier,,,100,165,150,85,130,50,809.1,2.4,680,15000,13000,1.94117624221456,300,380,595,0.875,1,2,Tank/Wall
10194,calyrex-shadow,ghost,psychic,as-one-spectrier,,,100,85,80,165,100,150,53.6,2.4,680,8000,10000,0.515151483930213,400,280,595,0.875,4,2,Special Sweeper
10229,growlithe-hisui,fire,rock,intimidate,flash-fire,rock-head,60,75,45,65,50,55,22.7,0.8,350,2700,3000,1.1538459763313882,195,155,285,0.8142857142857143,1,4,Support
10230,arcanine-hisui,fire,rock,intimidate,flash-fire,rock-head,95,115,80,95,80,90,168.0,2.0,555,7600,7600,1.2105261883656644,300,255,460,0.8288288288288288,2,0,Physical Sweeper
10231,voltorb-hisui,electric,grass,soundproof,static,aftermath,40,30,50,55,55,100,13.0,0.5,330,2000,2200,0.5454544462810097,185,145,300,0.9090909090909092,3,1,Special Sweeper
10232,electrode-hisui,electric,grass,soundproof,static,aftermath,60,50,70,80,80,150,71.0,1.2,490,4200,4800,0.6249999218750097,280,210,440,0.8979591836734694,4,0,Special Sweeper
10233,typhlosion-hisui,fire,ghost,blaze,frisk,,73,84,78,119,85,95,69.8,1.6,534,5694,6205,0.7058822936233367,298,236,450,0.8426966292134831,2,1,Special Sweeper
10234,qwilfish-hisui,dark,poison,poison-point,swift-swim,intimidate,65,95,85,55,55,85,3.9,0.5,440,5525,3575,1.7272724132231976,235,205,385,0.875,2,1,Physical Sweeper
10235,sneasel-hisui,fighting,poison,inner-focus,keen-eye,pickpocket,55,95,55,35,75,115,27.0,0.9,430,3025,4125,2.7142849387757315,245,185,395,0.9186046511627908,3,1,Physical Sweeper
10236,samurott-hisui,dark,water,torrent,sharpness,,90,108,80,100,65,85,58.2,1.5,528,7200,5850,1.079999892000011,293,235,428,0.8106060606060606,2,1,Hybrid Offense
10237,lilligant-hisui,fighting,grass,chlorophyll,hustle,leaf-guard,70,105,75,50,75,105,19.2,1.2,480,5250,5250,2.099999580000084,260,220,430,0.8958333333333334,3,0,Physical Sweeper
10238,zorua-hisui,ghost,normal,illusion,,,35,60,40,85,40,70,12.5,0.7,330,1400,1400,0.7058822698962035,215,115,270,0.8181818181818182,1,4,Support
10239,zoroark-hisui,ghost,normal,illusion,,,55,100,60,125,60,110,73.0,1.6,510,3300,3300,0.7999999360000051,335,175,410,0.803921568627451,3,0,Special Sweeper
10240,braviary-hisui,flying,psychic,keen-eye,sheer-force,tinted-lens,110,83,70,112,70,65,43.4,1.7,510,7700,7700,0.7410713624043426,260,250,427,0.8372549019607843,1,7,Bulky Offense
10241,sliggoo-hisui,dragon,steel,sap-sipper,shell-armor,gooey,58,75,83,83,113,40,68.5,0.7,452,4814,6554,0.9036143489621266,198,254,377,0.834070796460177,0,7,Tank/Wall
10242,goodra-hisui,dragon,steel,sap-sipper,shell-armor,gooey,80,100,100,110,150,60,334.1,1.7,600,8000,12000,0.9090908264462884,270,330,500,0.8333333333333334,1,7,Tank/Wall
10243,avalugg-hisui,ice,rock,strong-jaw,ice-body,sturdy,95,127,184,34,36,38,262.4,1.4,514,17480,3420,3.735293019031465,199,315,480,0.933852140077821,0,3,Tank/Wall
10244,decidueye-hisui,fighting,grass,overgrow,scrappy,,88,112,80,95,95,60,37.0,1.6,530,7040,8360,1.178947244321343,267,263,435,0.8207547169811321,1,7,Bulky Offense
10245,dialga-origin,dragon,steel,pressure,telepathy,,100,100,120,150,120,90,848.7,7.0,680,12000,12000,0.6666666222222252,340,340,580,0.8529411764705882,2,2,Special Sweeper
10246,palkia-origin,dragon,water,pressure,telepathy,,90,100,100,150,120,120,659.0,6.3,680,9000,10800,0.6666666222222252,370,310,580,0.8529411764705882,4,2,Special Sweeper
10248,basculegion-female,ghost,water,swift-swim,adaptability,mold-breaker,120,92,65,100,75,78,110.0,3.0,530,7800,9000,0.9199999080000092,270,260,438,0.8264150943396227,1,7,Bulky Offense
10249,enamorus-therian,fairy,flying,overcoat,,,74,115,110,135,100,46,48.0,1.6,580,8140,7400,0.8518517887517193,296,284,465,0.8017241379310345,0,7,Bulky Offense
10250,tauros-paldea-combat-breed,fighting,,intimidate,anger-point,cud-chew,75,110,105,30,70,100,115.0,1.4,490,7875,5250,3.666665444444852,240,250,460,0.9387755102040816,3,6,Physical Sweeper
10251,tauros-paldea-blaze-breed,fighting,fire,intimidate,anger-point,cud-chew,75,110,105,30,70,100,85.0,1.4,490,7875,5250,3.666665444444852,240,250,460,0.9387755102040816,3,6,Physical Sweeper
10252,tauros-paldea-aqua-breed,fighting,water,intimidate,anger-point,cud-chew,75,110,105,30,70,100,110.0,1.4,490,7875,5250,3.666665444444852,240,250,460,0.9387755102040816,3,6,Physical Sweeper
10253,wooper-paldea,ground,poison,poison-point,water-absorb,unaware,55,45,45,25,25,15,11.0,0.4,210,2475,1375,1.799999280000288,85,125,185,0.8809523809523809,0,4,Support
10254,oinkologne-female,normal,,aroma-veil,gluttony,thick-fat,115,90,70,59,90,65,120.0,1.0,489,8050,10350,1.5254234702672085,214,275,430,0.8793456032719836,1,7,Tank/Wall
10256,palafin-hero,water,,zero-to-hero,,,100,160,97,106,87,100,97.4,1.8,650,9700,8700,1.509433819864734,366,284,544,0.8369230769230769,3,2,Physical Sweeper
10263,gimmighoul-roaming,ghost,,run-away,,,45,30,25,75,45,80,1.0,0.1,300,1125,2025,0.3999999466666737,185,115,270,0.9,2,4,Special Sweeper
10272,ursaluna-bloodmoon,ground,normal,minds-eye,,,113,70,120,135,65,52,290.0,2.4,555,13560,7345,0.5185184801097422,257,298,485,0.8738738738738738,1,7,Bulky Offense
10273,ogerpon-wellspring-mask,grass,water,water-absorb,,,80,120,84,60,96,110,39.8,1.2,550,6720,7680,1.999999666666722,290,260,490,0.8909090909090909,3,0,Physical Sweeper
10274,ogerpon-hearthflame-mask,fire,grass,mold-breaker,,,80,120,84,60,96,110,39.8,1.2,550,6720,7680,1.999999666666722,290,260,490,0.8909090909090909,3,0,Physical Sweeper
10275,ogerpon-cornerstone-mask,grass,rock,sturdy,,,80,120,84,60,96,110,39.8,1.2,550,6720,7680,1.999999666666722,290,260,490,0.8909090909090909,3,0,Physical Sweeper
10276,terapagos-terastal,normal,,tera-shell,,,95,95,110,105,110,85,16.0,0.3,600,10450,10450,0.9047618185941124,285,315,505,0.8416666666666667,2,2,Hybrid Offense
10277,terapagos-stellar,normal,,teraform-zero,,,160,105,110,130,110,85,77.0,1.7,700,17600,17600,0.8076922455621349,320,380,595,0.85,2,2,Special Sweeper
10278,clefable-mega,fairy,flying,magic-bounce,,,95,80,93,135,110,70,42.3,1.7,583,8835,10450,0.5925925486968482,285,298,503,0.8627787307032591,1,7,Bulky Offense
10279,victreebel-mega,grass,poison,innards-out,,,80,125,85,135,95,70,125.5,4.5,590,6800,7600,0.9259258573388254,330,260,465,0.788135593220339,1,7,Bulky Offense
10280,starmie-mega,psychic,water,huge-power,,,60,100,105,130,105,120,80.0,2.3,620,6300,6300,0.7692307100591761,350,270,520,0.8387096774193549,4,0,Special Sweeper
10281,dragonite-mega,dragon,flying,multiscale,,,91,124,115,145,125,100,290.0,2.2,700,10465,11375,0.8551723548156996,369,331,576,0.8228571428571428,3,2,Hybrid Offense
10282,meganium-mega,fairy,grass,mega-sol,,,80,92,115,143,115,80,201.0,2.4,625,9200,9200,0.6433565983666715,315,310,533,0.8528,2,2,Special Sweeper
10283,feraligatr-mega,dragon,water,dragonize,,,85,160,125,89,93,78,108.8,2.3,630,10625,7905,1.797752606994089,327,303,541,0.8587301587301587,1,3,Bulky Offense
10284,skarmory-mega,flying,steel,stalwart,,,65,140,110,40,100,110,40.4,1.7,565,7150,6500,3.4999991250002185,290,275,525,0.9292035398230089,3,3,Physical Sweeper
10285,froslass-mega,ghost,ice,snow-warning,,,70,80,70,140,100,120,29.6,2.6,580,4900,7000,0.5714285306122479,340,240,500,0.8620689655172413,4,0,Special Sweeper
10286,emboar-mega,fighting,fire,mold-breaker,,,110,148,75,110,110,75,180.3,1.8,628,8250,12100,1.345454423140507,333,295,518,0.8248407643312102,1,2,Bulky Offense
10287,excadrill-mega,ground,steel,piercing-drill,,,110,165,100,65,65,103,60.0,0.9,608,11000,7150,2.538461147929054,333,275,543,0.8930921052631579,3,2,Physical Sweeper
10288,scolipede-mega,bug,poison,,,,60,140,149,75,99,62,230.5,3.2,585,8940,5940,1.866666417777811,277,308,510,0.8717948717948718,1,3,Bulky Offense
10289,scrafty-mega,dark,fighting,,,,65,130,135,55,135,68,31.0,1.1,588,8775,8775,2.3636359338843755,253,335,533,0.9064625850340136,1,3,Tank/Wall
10290,eelektross-mega,electric,,,,,85,145,80,135,90,80,180.0,3.0,615,6800,7650,1.074073994513037,360,255,480,0.7804878048780488,2,0,Hybrid Offense
10291,chandelure-mega,fire,ghost,infiltrator,,,60,75,110,175,110,90,69.6,2.5,620,6600,6600,0.428571404081634,340,280,545,0.8790322580645161,2,0,Special Sweeper
10292,chesnaught-mega,fighting,grass,bulletproof,,,88,137,172,74,115,44,90.0,1.6,630,15136,10120,1.85135110116877,255,375,556,0.8825396825396825,0,3,Tank/Wall
10293,delphox-mega,fire,psychic,levitate,,,75,69,72,159,125,134,39.0,1.5,634,5400,9375,0.4339622368577209,362,272,565,0.8911671924290221,4,0,Special Sweeper
10294,greninja-mega,dark,water,protean,,,72,125,77,133,81,142,40.0,1.5,630,5544,5832,0.9398495533947704,400,230,505,0.8015873015873016,4,0,Hybrid Offense
10295,pyroar-mega,fire,normal,,,,86,88,92,129,86,126,93.3,1.5,607,7912,7396,0.6821704897542256,343,264,519,0.8550247116968699,4,0,Special Sweeper
10296,floette-mega,fairy,,fairy-aura,,,74,85,87,155,148,102,100.8,0.2,651,6438,10952,0.5483870613943831,342,309,566,0.869431643625192,3,2,Special Sweeper
10297,malamar-mega,dark,psychic,,,,86,102,88,98,120,88,69.8,2.9,582,7568,10320,1.0408162203248754,288,294,484,0.8316151202749141,2,2,Hybrid Offense
10298,barbaracle-mega,fighting,rock,,,,72,140,130,64,106,88,100.0,2.2,600,9360,7632,2.1874996582031785,292,308,536,0.8933333333333333,2,3,Physical Sweeper
10299,dragalge-mega,dragon,poison,,,,65,85,105,132,163,44,100.3,2.1,594,6825,10595,0.6439393451561102,261,333,509,0.8569023569023569,0,7,Tank/Wall
10300,hawlucha-mega,fighting,flying,no-guard,,,78,137,100,74,93,118,25.0,1.0,600,7800,7254,1.85135110116877,329,271,526,0.8766666666666667,3,0,Physical Sweeper
10301,zygarde-mega,dragon,ground,,,,216,70,91,216,85,100,610.0,7.7,778,19656,18360,0.3240740590706454,386,392,708,0.910025706940874,3,2,Special Sweeper
10302,drampa-mega,dragon,normal,berserk,,,78,85,110,160,116,36,240.5,3.0,585,8580,9048,0.5312499667968771,281,304,500,0.8547008547008547,0,7,Bulky Offense
10303,falinks-mega,fighting,,,,,65,135,135,70,65,100,99.0,1.6,570,8775,4225,1.9285711530612637,305,265,500,0.8771929824561403,3,0,Physical Sweeper
10304,raichu-mega-x,electric,,,,,60,135,95,90,95,110,38.0,1.2,585,5700,5700,1.4999998333333515,335,250,495,0.8461538461538461,3,0,Physical Sweeper
10305,raichu-mega-y,electric,,,,,60,100,55,160,80,130,26.0,1.0,585,3300,4800,0.6249999609375024,390,195,485,0.8290598290598291,4,0,Special Sweeper
10306,chimecho-mega,psychic,steel,levitate,,,75,50,110,135,120,65,8.0,1.2,555,8250,9000,0.3703703429355301,250,305,505,0.90990990990991,1,7,Tank/Wall
10307,absol-mega-z,dark,ghost,,,,65,154,60,75,60,151,49.0,1.2,565,3900,3900,2.053333059555592,380,185,490,0.8672566371681416,4,0,Physical Sweeper
10308,staraptor-mega,fighting,flying,,,,85,140,100,60,90,110,50.0,1.9,585,8500,7650,2.3333329444445092,310,275,525,0.8974358974358975,3,0,Physical Sweeper
10309,garchomp-mega-z,dragon,,,,,108,130,85,141,85,151,99.0,1.9,700,9180,9180,0.9219857502137766,422,278,570,0.8142857142857143,4,2,Hybrid Offense
10310,lucario-mega-z,fighting,steel,,,,70,100,70,164,70,151,49.4,1.3,625,4900,4900,0.609756060380728,415,210,525,0.84,4,0,Special Sweeper
10311,heatran-mega,fire,steel,,,,91,120,106,175,141,67,570.0,2.8,700,9646,12831,0.6857142465306145,362,338,580,0.8285714285714286,1,2,Bulky Offense
10312,darkrai-mega,dark,,,,,70,120,130,165,130,85,240.0,3.0,700,9100,9100,0.7272726831955949,370,330,580,0.8285714285714286,2,2,Special Sweeper
10313,golurk-mega,ghost,ground,unseen-fist,,,89,159,105,70,105,55,330.0,4.0,583,9345,9345,2.2714282469388216,284,299,513,0.8799313893653516,1,3,Bulky Offense
10314,meowstic-mega,psychic,,trace,,,74,48,76,143,101,124,10.1,0.8,566,5624,7474,0.3356643121913068,315,251,518,0.9151943462897526,4,0,Special Sweeper
10315,crabominable-mega,fighting,ice,iron-fist,,,97,157,122,62,107,33,252.8,2.6,578,11834,10379,2.5322576560874746,252,326,516,0.8927335640138409,0,3,Tank/Wall
10316,golisopod-mega,bug,steel,,,,75,150,175,70,120,40,148.0,2.3,630,13125,9000,2.1428568367347376,260,370,560,0.8888888888888888,0,3,Tank/Wall
10317,magearna-mega,fairy,steel,,,,80,125,115,170,115,95,248.1,1.3,700,9200,9200,0.7352940743944661,390,310,575,0.8214285714285714,2,2,Special Sweeper
10319,zeraora-mega,electric,,,,,88,157,75,147,80,153,44.5,1.5,700,6600,7040,1.0680271382294464,457,243,553,0.79,4,0,Hybrid Offense
10320,scovillain-mega,fire,grass,spicy-spray,,,65,138,85,138,85,75,22.0,1.2,586,5525,5525,0.9999999275362372,351,235,448,0.764505119453925,1,1,Bulky Offense
10321,glimmora-mega,poison,rock,adaptability,,,83,90,105,150,96,101,77.0,2.8,625,8715,7968,0.5999999600000027,341,284,535,0.856,3,2,Special Sweeper
